id,source,N1,gender,age,A5_tiktok,A5_shopee,A5_lazada,A5_facebook,A5_other,C1,education,occupation,income,relationship,D1,D2,D3,D4,D5,D6,EXP1,EXP2,EXP3,EXP4,EXP5,EXP6,IBT1,IBT2,IBT3,IBT4,IBT5,IBT6,IBT7,IBT8,IBT9,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC13,IMC1,SE1,SE2,SE3,SE4,SII1,SII2,SII3,SII4,IMC2,IPB1,IPB2,IPB3,IPB4,IPB5,IPB6,CONSIST1,MA1,MA2,MA3,TA1,TA2,TA3,MOOD1,MOOD2,FOMO1,FOMO2,FOMO3,A2_T2,A3_T2,EXP1_T2,EXP2_T2,EXP3_T2,EXP4_T2,EXP5_T2,EXP6_T2,EXP7_T2,EXP8_T2,PS1_T2,PS2_T2,PS3_T2,PS4_T2,PS5_T2,PSI1_T2,PSI2_T2,PSI3_T2,PSI4_T2,PSI5_T2,EA1_T2,EA2_T2,EA3_T2,EA4_T2,IMC1_T2,SP1_T2,SP2_T2,SP3_T2,SP4_T2,MV1_T2,MV2_T2,UBI1_T2,UBI2_T2,UBI3_T2,UBI4_T2,IPB1_T2,IPB2_T2,IPB3_T2,IPB4_T2,IPB5_T2,IPB6_T2,IMC2_T2,MA1_T2,MA2_T2,MA3_T2,TA1_T2,TA2_T2,TA3_T2,PEER1,PEER2,PEER3,MOOD1_T2,MOOD2_T2,L1
79,0,XO1207,2,32,1,0,1,0,0,1,3,3,1.0,3,1,3.0,3,3,4,4,2,9.1,3,2,3,2,4,2,3,3.0,3.0,5,4.0,4,1.0,5.0,5.0,5,4.0,5,4.0,6,6,5.0,6.0,6.0,4,5,5,5,4,6,4,3,2,3,3,1,0,4,3,5,5,5,3,5,4,4,3,4,2,3,3,2,1,1,1,1,3.0,1.9,2,2,2,4,3,1,4.0,4.0,3.0,5.0,2.0,3.0,6.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3,4.0,4,3,4,4,3,3,1,5,2,1,1,1,2,3,3,3,3,3,2,4,2,4,3,2,3,3,3,0
80,0,DI0302,2,25,1,0,1,0,0,2,1,3,1.0,2,1,3.0,2,3,5,5,10,5.0,2,3,4,4,4,5,3,5.0,4.0,5,3.0,4,3.0,4.0,3.0,6,4.0,2,4.0,4,4,5.0,5.0,4.0,4,6,5,4,5,7,4,4,3,2,3,2,0,4,3,5,4,4,5,2,5,4,1,6,3,3,3,3,2,3,1,1,11.0,7.8,3,1,3,4,1,2,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,4.0,3.0,3,3.0,4,3,4,5,6,5,4,3,3,0,4,4,2,4,3,3,1,6,2,3,4,5,4,2,2,5,4,0
81,0,SA2111,2,30,0,1,0,0,0,1,3,3,3.0,2,2,2.0,1,3,4,4,10,4.8,1,0,2,1,3,5,2,5.0,4.0,5,5.0,3,5.0,3.0,6.0,6,5.0,5,3.0,3,1,7.0,6.0,5.0,4,6,5,5,5,4,6,3,5,4,5,1,1,3,3,3,3,3,5,2,6,2,5,4,5,4,3,3,3,4,4,1,1.0,15.0,4,6,3,3,4,2,6.0,4.0,6.0,4.0,4.0,3.0,6.0,3.0,3.0,3.0,6.0,5.0,3.0,5.0,3,4.0,4,3,4,5,7,3,4,3,4,4,4,5,5,3,5,4,4,2,4,4,5,4,3,3,2,3,3,1
82,0,GU1412,1,28,1,1,1,0,0,2,3,3,2.0,2,2,3.0,2,1,5,3,3,2.5,3,0,3,2,4,3,4,2.0,5.0,4,6.0,5,5.0,4.0,5.0,4,4.0,6,5.0,5,4,5.0,7.0,3.0,4,4,5,5,5,6,5,4,4,4,4,1,0,3,2,4,3,5,3,3,4,3,3,5,5,3,3,3,2,3,2,1,19.0,4.6,5,6,4,4,5,1,6.0,6.0,4.0,5.0,6.0,5.0,6.0,7.0,6.0,5.0,5.0,5.0,5.0,4.0,3,3.0,2,3,4,4,4,4,4,2,3,3,4,6,3,4,5,5,3,4,3,3,5,3,3,4,2,4,3,0
83,0,NO0708,2,32,0,1,0,0,0,2,2,3,2.0,1,2,,4,4,5,5,15,6.2,5,13,5,2,4,4,3,3.0,3.0,5,5.0,4,5.0,1.0,5.0,5,5.0,6,3.0,7,2,5.0,6.0,5.0,5,6,5,6,4,4,5,4,5,5,4,1,4,5,5,5,5,6,5,3,5,2,4,3,3,2,3,4,2,3,2,1,1.0,6.0,5,15,3,3,3,4,5.0,6.0,5.0,5.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3,3.0,5,5,3,5,5,4,5,3,4,7,6,5,5,5,6,5,2,6,2,3,6,4,2,2,3,3,3,1
84,0,TI1801,2,33,0,1,1,0,0,2,2,3,6.0,3,2,3.0,3,1,2,4,14,15.0,2,0,3,4,5,3,4,3.0,4.0,4,4.0,5,4.0,4.0,7.0,3,5.0,6,5.0,5,3,4.0,5.0,5.0,4,5,5,7,6,7,7,2,5,1,3,1,2,1,1,3,4,4,4,3,4,4,3,5,3,4,4,4,4,2,2,1,36.0,10.8,2,7,4,1,6,2,5.0,6.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,3,4.0,4,4,3,6,5,4,4,4,4,1,3,1,4,4,3,2,5,6,2,4,5,5,5,4,4,4,3,1
85,0,CO0405,2,26,0,0,0,1,0,2,3,3,4.0,4,4,3.0,3,3,4,4,26,9.1,3,3,3,3,4,4,5,3.0,5.0,4,3.0,4,3.0,4.0,5.0,7,5.0,5,2.0,4,3,6.0,6.0,3.0,5,5,5,7,6,3,4,3,4,4,1,1,1,2,2,4,4,5,4,2,5,4,4,2,4,4,4,3,3,2,4,1,11.0,6.7,4,5,3,1,1,2,6.0,5.0,6.0,6.0,6.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3,4.0,2,3,4,5,5,2,2,1,4,0,4,3,5,4,5,3,3,7,3,2,6,3,4,4,2,4,4,0
86,0,LE0904,1,25,1,1,0,0,0,1,2,3,2.0,2,2,2.0,2,0,3,3,8,3.0,2,0,3,4,3,3,2,3.0,3.0,4,5.0,2,3.0,3.0,4.0,3,6.0,5,3.0,6,3,5.0,3.0,4.0,5,5,5,5,6,7,6,3,2,3,3,1,0,1,1,3,3,4,4,4,4,4,1,5,2,4,4,2,3,3,2,1,5.0,3.8,3,4,2,3,2,3,5.0,7.0,5.0,4.0,7.0,5.0,4.0,5.0,5.0,4.0,6.0,4.0,5.0,4.0,3,4.0,3,4,4,4,3,3,4,3,4,2,2,4,3,3,4,3,5,5,4,3,5,3,3,4,3,4,4,0
87,0,RA2510,2,27,0,1,1,0,0,1,3,3,4.0,1,3,2.0,2,1,3,2,4,2.8,2,1,2,2,5,1,5,4.0,3.0,4,3.0,4,4.0,4.0,3.0,4,6.0,4,7.0,4,3,3.0,3.0,5.0,4,5,5,4,4,6,3,5,4,4,3,1,1,1,1,2,3,3,5,3,5,3,4,4,4,3,4,4,4,2,3,1,20.0,3.0,2,3,3,4,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,5.0,5,5,5,6,5,5,5,5,5,2,3,1,5,5,5,2,5,5,5,5,5,5,5,3,3,5,4,0
88,0,MI1312,2,24,0,0,1,0,0,1,3,3,3.0,1,3,2.0,2,0,4,3,25,5.1,2,5,2,3,2,1,1,2.0,4.0,3,2.0,6,3.0,3.0,5.0,3,2.0,5,4.0,5,3,5.0,4.0,3.0,5,5,5,4,4,5,4,4,4,3,3,1,0,1,1,3,3,3,2,3,5,4,5,5,2,3,3,2,3,4,3,1,5.0,2.2,2,2,2,5,6,3,5.0,4.0,6.0,2.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,3,3.0,5,5,4,4,5,4,3,3,3,2,1,2,3,2,3,2,4,4,4,5,5,6,6,4,5,3,3,0
89,0,VA2007,2,33,1,1,0,0,0,1,3,3,5.0,2,2,4.0,4,4,4,0,28,8.5,3,2,4,4,3,3,3,3.0,3.0,3,3.0,3,3.0,3.0,3.0,3,3.0,3,3.0,3,3,3.0,3.0,3.0,3,3,5,3,3,3,3,3,3,3,3,1,8,5,5,3,3,3,4,3,3,3,3,3,3,3,2,3,2,1,2,1,21.0,9.6,4,7,5,4,4,3,7.0,6.0,6.0,5.0,,4.0,3.0,,5.0,5.0,4.0,5.0,2.0,3.0,3,4.0,5,6,6,6,6,3,3,3,4,4,6,5,7,4,6,7,2,6,2,3,6,3,4,5,4,2,2,1
90,0,RE2811,2,30,0,1,0,0,0,1,3,3,2.0,4,2,3.0,3,3,3,4,12,5.4,4,8,4,3,5,5,4,5.0,4.0,7,6.0,2,5.0,4.0,5.0,6,5.0,4,4.0,5,4,5.0,2.0,4.0,7,4,5,5,5,4,4,5,5,4,6,1,3,1,3,6,3,5,5,3,4,4,3,3,4,3,3,2,3,2,2,1,93.0,4.3,5,6,4,3,3,1,,2.0,4.0,1.0,2.0,2.0,6.0,3.0,5.0,4.0,6.0,7.0,6.0,6.0,3,2.0,3,3,3,4,5,3,5,2,2,3,4,2,4,2,5,3,4,6,4,1,7,1,1,3,2,2,3,1
91,0,KU1609,2,26,0,0,1,0,0,2,1,3,6.0,2,3,1.0,1,2,5,5,16,2.3,1,2,1,2,6,5,4,3.0,6.0,5,5.0,2,6.0,3.0,5.0,6,4.0,6,2.0,5,1,7.0,3.0,4.0,6,5,5,4,4,5,4,3,4,3,4,1,13,2,5,3,4,5,4,7,2,5,4,3,4,3,3,2,2,3,3,1,4.0,7.8,5,5,4,3,2,1,6.0,5.0,7.0,7.0,6.0,3.0,5.0,4.0,6.0,4.0,4.0,5.0,3.0,4.0,3,3.0,3,4,3,5,4,6,5,6,3,9,3,6,5,5,6,4,6,1,6,2,5,4,3,5,2,2,2,1
92,0,SY0102,1,25,0,1,0,0,0,2,3,3,3.0,2,2,2.0,1,0,2,1,15,9.9,2,0,3,3,3,4,3,3.0,2.0,4,2.0,3,2.0,3.0,5.0,3,7.0,6,3.0,5,2,4.0,4.0,4.0,7,4,5,5,5,6,5,5,5,4,5,1,1,0,0,1,2,1,3,3,4,2,3,6,3,3,3,4,2,2,2,1,3.0,3.5,2,2,2,3,5,1,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3,3.0,4,4,3,5,6,4,3,3,3,4,2,2,6,2,3,3,2,4,5,4,3,5,3,4,3,3,4,0
93,0,TO0506,2,29,0,1,0,0,0,2,3,3,3.0,1,2,,5,4,4,4,33,22.5,5,5,5,3,4,4,3,4.0,3.0,6,5.0,3,5.0,4.0,4.0,3,2.0,3,4.0,5,5,3.0,3.0,4.0,2,4,5,4,5,6,5,3,2,3,4,2,9,3,3,4,4,3,4,4,3,6,3,3,3,4,4,5,2,4,2,0,11.0,12.4,5,12,5,3,1,1,4.0,6.0,6.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,3.0,1,4.0,3,2,3,3,3,5,3,3,3,0,4,6,4,4,5,4,5,1,4,6,2,5,2,3,5,2,3,1
94,0,DU0212,1,28,0,1,1,1,0,2,2,3,3.0,1,2,,4,4,3,0,7,16.4,5,15,5,2,5,2,4,5.0,5.0,3,3.0,3,3.0,3.0,6.0,4,5.0,5,3.0,4,3,4.0,4.0,4.0,5,6,5,5,5,6,6,3,4,4,4,1,7,5,5,5,6,5,3,5,2,4,4,5,3,4,3,2,2,3,4,1,2.0,3.5,3,9,3,1,3,3,4.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,6.0,4.0,7.0,3.0,3,3.0,4,2,5,3,2,2,3,4,2,7,2,1,3,3,3,2,5,2,5,4,4,2,4,2,3,4,3,1
95,0,PI1108,2,29,0,1,0,1,0,2,3,3,2.0,2,2,4.0,4,3,3,4,11,11.9,4,5,4,2,4,2,3,3.0,3.0,3,3.0,4,3.0,3.0,6.0,6,4.0,4,1.0,6,2,3.0,5.0,3.0,4,7,5,5,3,4,3,3,2,3,3,1,1,2,3,2,3,4,2,5,2,6,3,5,3,4,4,3,2,1,1,1,27.0,3.3,3,2,4,1,5,1,3.0,4.0,3.0,6.0,4.0,5.0,5.0,5.0,4.0,6.0,6.0,5.0,2.0,5.0,3,4.0,4,3,6,4,4,4,5,4,5,0,2,3,2,2,4,4,4,4,1,3,6,3,2,3,3,3,3,0
96,0,MA2203,2,23,1,0,0,0,0,2,3,3,2.0,1,1,2.0,2,1,3,3,10,7.2,2,4,2,2,5,5,5,6.0,4.0,6,5.0,1,6.0,3.0,3.0,7,6.0,5,4.0,5,1,5.0,5.0,2.0,5,6,5,7,7,7,6,6,6,5,6,1,6,2,2,3,4,4,5,4,5,3,3,3,4,3,3,3,3,3,1,1,6.0,7.4,5,8,5,4,2,1,6.0,6.0,5.0,5.0,6.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,4.0,3,2.0,3,3,3,3,4,3,4,4,5,6,5,4,4,4,5,5,4,4,6,2,5,4,3,4,3,3,3,0
97,0,HA1704,2,29,1,1,0,0,0,2,3,3,3.0,1,2,1.0,1,3,3,4,14,2.8,2,0,1,1,4,4,4,4.0,3.0,4,5.0,5,4.0,4.0,4.0,5,4.0,4,4.0,5,5,4.0,5.0,5.0,6,4,5,7,7,7,7,6,5,5,5,1,1,3,4,4,3,5,4,2,7,1,4,4,4,2,2,5,4,2,2,1,10.0,3.7,3,6,3,3,3,1,5.0,5.0,3.0,5.0,3.0,6.0,5.0,4.0,6.0,4.0,4.0,5.0,4.0,4.0,3,5.0,6,5,5,5,5,4,2,4,3,1,4,3,3,4,6,4,3,7,3,6,3,3,2,4,3,3,2,1
98,0,LO0811,2,24,0,1,0,0,0,2,4,3,3.0,3,2,4.0,4,1,5,5,36,8.0,3,6,4,3,7,6,6,6.0,7.0,6,7.0,3,6.0,3.0,7.0,5,6.0,7,2.0,7,1,7.0,6.0,1.0,7,6,5,5,6,6,5,4,3,4,3,1,4,3,3,5,3,4,5,5,4,6,4,5,3,4,3,2,4,4,2,1,18.0,9.7,4,8,5,2,1,3,7.0,5.0,5.0,7.0,7.0,4.0,6.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,3,5.0,3,4,2,2,2,6,4,4,4,10,6,6,6,6,4,4,4,3,4,2,5,1,5,5,5,3,2,0
99,0,NE2901,2,30,0,1,0,1,0,2,3,3,4.0,1,2,3.0,3,1,3,5,28,4.6,2,2,3,1,3,3,4,4.0,3.0,5,3.0,3,5.0,3.0,3.0,6,4.0,4,5.0,2,3,5.0,4.0,4.0,3,5,5,4,3,5,4,6,4,5,3,1,1,3,5,4,4,5,2,4,4,4,2,6,2,4,5,4,2,3,1,1,13.0,2.4,2,4,2,2,3,3,5.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,1,4.0,6,5,3,3,4,3,3,2,2,3,4,5,4,4,5,4,4,5,4,2,6,4,3,3,4,2,2,1
100,0,TI1505,2,25,0,1,0,0,0,1,3,3,1.0,3,2,4.0,4,2,2,5,48,6.2,4,5,4,4,3,5,4,3.0,3.0,6,4.0,3,5.0,4.0,4.0,2,2.0,5,6.0,5,3,5.0,5.0,4.0,4,5,5,5,6,6,5,4,6,5,6,1,2,2,4,5,3,5,5,4,1,5,4,5,3,3,3,4,4,4,2,1,10.0,4.7,4,9,3,3,1,1,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,6.0,,5.0,3,5.0,4,4,4,2,2,4,4,4,4,4,3,3,2,4,2,3,4,4,4,3,4,3,2,1,3,2,3,0
101,0,VI2409,2,26,1,0,0,0,0,2,2,3,1.0,4,5,3.0,3,4,5,5,3,10.1,3,4,2,2,4,4,3,2.0,6.0,5,5.0,5,4.0,6.0,3.0,1,4.0,2,6.0,4,5,5.0,4.0,6.0,3,4,5,7,6,6,6,5,4,4,3,1,11,5,4,5,4,6,3,5,4,3,4,6,5,4,3,3,3,2,1,1,12.0,3.0,4,7,3,2,3,3,5.0,4.0,5.0,2.0,4.0,6.0,6.0,5.0,6.0,5.0,4.0,6.0,3.0,1.0,3,6.0,4,5,5,3,2,4,2,3,3,4,5,6,5,4,4,5,7,1,3,3,3,3,3,3,2,4,3,1
102,0,XO0103,1,28,1,1,0,0,0,1,3,3,2.0,2,1,3.0,3,3,3,5,19,5.1,3,6,4,3,4,2,2,2.0,2.0,4,2.0,5,4.0,4.0,3.0,1,5.0,5,4.0,4,6,5.0,5.0,5.0,3,3,5,4,5,4,5,2,4,1,2,1,3,3,4,3,3,6,2,3,4,3,6,3,3,3,2,3,1,3,1,1,2.0,2.1,2,0,2,5,1,1,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,,4.0,4.0,2.0,3,3.0,4,4,3,5,4,1,4,2,3,6,4,5,3,4,5,4,7,3,6,5,1,5,2,4,4,5,4,0
103,0,UN0402,2,30,0,1,0,0,0,1,3,3,2.0,2,2,2.0,2,3,3,5,21,2.6,1,0,2,4,5,4,4,2.0,4.0,3,4.0,2,4.0,4.0,5.0,7,6.0,6,3.0,6,4,5.0,7.0,3.0,4,6,5,3,4,4,5,5,5,5,4,1,7,3,5,3,4,5,4,4,4,4,2,4,1,3,3,3,4,3,1,1,11.0,4.3,2,4,3,3,2,2,,5.0,6.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3,3.0,2,1,3,5,5,5,3,4,4,3,3,4,3,5,4,3,6,3,5,4,4,4,5,3,4,3,4,0
104,0,TT1113,2,31,1,1,0,0,0,2,2,3,2.0,1,2,2.0,1,0,5,2,5,4.2,2,8,1,3,1,2,3,2.0,2.0,3,3.0,5,3.0,3.0,4.0,2,3.0,4,3.0,3,3,5.0,4.0,3.0,3,5,5,5,4,4,3,4,4,4,4,2,4,0,0,2,1,2,1,4,2,6,3,5,5,3,4,3,3,2,2,1,1.0,2.7,2,8,3,4,1,2,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3,3.0,3,2,4,4,5,3,3,3,3,3,2,3,4,3,3,2,5,4,3,5,3,4,3,3,5,3,3,1
105,0,HTX322,2,25,0,1,0,0,0,2,1,3,4.0,2,2,3.0,1,0,2,2,1,4.4,2,5,3,4,2,2,1,3.0,1.0,4,3.0,6,3.0,5.0,4.0,5,5.0,5,6.0,3,3,5.0,5.0,5.0,4,5,5,5,6,7,5,4,2,3,3,1,1,0,0,2,3,2,3,3,5,4,2,6,2,3,2,3,2,3,2,1,19.0,3.3,3,5,3,3,5,3,2.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,7.0,4.0,3,6.0,5,4,4,5,5,3,1,2,1,3,2,2,3,4,2,2,4,3,2,2,6,1,5,1,4,3,3,0
106,0,MQ0000,2,26,1,1,0,1,0,1,3,3,4.0,2,1,4.0,3,3,2,3,12,5.7,3,3,4,2,4,4,4,5.0,3.0,5,5.0,3,6.0,2.0,5.0,6,6.0,6,3.0,6,1,5.0,6.0,3.0,7,7,5,4,6,5,6,2,2,4,6,2,4,3,3,3,4,4,4,3,6,3,2,6,4,3,2,3,4,3,1,1,2.0,1.2,2,3,2,3,1,4,4.0,6.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,5.0,4.0,3,3.0,4,3,3,4,5,4,3,2,3,0,3,4,4,3,3,3,3,4,3,5,5,4,2,3,3,5,4,1
107,0,NAMNAM,2,25,1,1,1,0,0,2,1,3,2.0,1,2,4.0,4,2,5,4,5,10.3,3,14,3,2,5,3,3,4.0,5.0,4,3.0,3,4.0,2.0,4.0,7,6.0,6,3.0,6,2,5.0,7.0,2.0,5,5,5,2,2,2,2,5,5,6,5,1,2,3,3,4,4,4,4,6,5,5,5,2,5,4,3,3,3,2,1,1,3.0,5.4,3,0,2,2,1,1,4.0,6.0,6.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,6.0,5.0,6.0,3.0,3,5.0,4,5,5,5,4,4,3,1,2,5,4,3,4,3,5,3,4,5,4,3,4,2,3,4,2,3,4,0
108,0,123456,1,28,1,1,1,0,0,1,1,3,1.0,3,2,,5,3,3,5,39,23.2,5,50,5,2,2,4,2,5.0,1.0,2,4.0,3,4.0,5.0,4.0,4,4.0,5,6.0,4,5,3.0,4.0,4.0,3,5,5,6,6,6,7,4,4,3,4,1,11,4,3,4,4,4,3,3,5,3,3,5,3,4,4,4,4,3,2,1,13.0,7.9,5,12,5,3,3,1,7.0,5.0,4.0,7.0,6.0,4.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,3,3.0,5,5,4,7,6,3,4,4,2,9,3,3,3,3,3,3,6,2,6,1,7,2,3,4,5,4,4,1
109,0,file01,2,29,1,1,1,0,0,2,4,2,4.0,1,2,1.0,1,0,4,1,2,1.2,1,0,1,4,4,2,4,3.0,3.0,3,3.0,4,3.0,4.0,3.0,4,4.0,4,4.0,4,4,5.0,2.0,3.0,4,3,5,5,4,4,4,3,5,4,4,1,1,0,0,1,1,1,4,4,4,3,5,4,3,3,3,4,5,4,2,1,5.0,2.2,2,0,1,3,2,3,4.0,4.0,5.0,4.0,3.0,4.0,,6.0,4.0,4.0,5.0,5.0,4.0,4.0,3,5.0,4,5,3,4,3,2,4,2,3,2,2,2,3,3,3,4,4,3,3,4,6,4,2,2,3,3,3,0
110,0,chot99,1,28,1,1,0,1,0,1,4,2,6.0,1,2,3.0,3,1,5,4,10,6.1,2,3,3,3,6,5,5,5.0,4.0,5,5.0,4,4.0,4.0,6.0,4,6.0,6,3.0,7,4,6.0,7.0,2.0,5,5,5,4,4,5,5,6,4,4,5,1,1,4,5,6,5,4,5,3,5,3,5,3,4,5,3,2,3,1,2,1,10.0,3.7,4,1,4,2,2,3,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,6.0,7.0,7.0,5.0,3,5.0,7,4,5,4,2,4,3,2,5,4,4,4,5,4,5,4,4,5,4,3,4,4,4,3,3,5,5,0
111,0,xongV1,1,30,0,1,0,0,0,2,4,3,3.0,1,2,3.0,2,0,2,3,9,7.8,3,7,3,3,3,1,2,3.0,1.0,3,3.0,6,1.0,5.0,5.0,5,2.0,6,3.0,6,4,4.0,3.0,4.0,5,3,5,5,4,6,5,4,3,4,2,1,0,0,0,3,4,4,2,2,5,3,5,4,3,5,3,2,2,2,1,1,8.0,7.5,5,3,4,4,3,4,4.0,4.0,3.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,6.0,5.0,4.0,3.0,3,3.0,4,4,4,6,7,5,4,2,3,2,1,2,1,2,2,2,5,5,4,3,5,4,4,1,4,3,4,0
112,0,banv2a,1,26,0,1,0,0,0,2,3,4,3.0,3,2,4.0,5,4,5,3,11,8.6,3,21,4,3,7,5,4,4.0,7.0,5,5.0,4,4.0,3.0,5.0,6,5.0,2,4.0,5,3,5.0,5.0,3.0,4,3,5,4,5,5,4,7,6,6,6,2,5,4,2,4,2,5,6,3,6,3,5,5,3,3,3,4,4,4,2,0,7.0,2.4,1,0,2,3,2,4,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,3,5.0,5,5,4,4,4,3,4,4,5,19,5,6,6,5,7,6,3,4,2,3,3,3,6,6,5,4,3,1
113,0,gui102,2,27,1,0,0,0,0,1,3,2,1.0,3,1,3.0,3,2,4,3,32,1.5,3,3,3,2,5,5,5,5.0,5.0,5,5.0,5,5.0,5.0,5.0,5,5.0,5,5.0,5,5,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,1,0,2,2,5,5,5,4,5,5,5,5,5,5,1,1,4,3,3,2,0,11.0,11.5,5,19,5,1,1,1,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,,4.0,3.0,5.0,3,5.0,6,7,4,3,3,2,3,2,2,4,2,1,4,3,3,3,2,4,5,4,4,4,2,4,4,1,1,1
114,0,NCT001,1,28,1,0,0,1,0,2,1,8,4.0,3,1,4.0,4,4,1,0,10,7.4,3,1,4,3,3,3,1,4.0,3.0,3,2.0,5,2.0,3.0,5.0,5,4.0,6,4.0,5,1,5.0,4.0,3.0,5,3,5,4,3,4,4,4,4,5,4,1,1,5,5,3,4,4,4,3,4,4,5,6,3,1,2,2,2,3,1,1,12.0,2.1,3,3,3,5,6,1,4.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,2.0,3,4.0,5,4,6,3,3,3,2,3,2,16,3,4,3,4,4,4,5,4,3,3,5,2,2,3,4,5,4,1
115,0,duyetA,1,27,1,0,0,0,0,1,3,2,2.0,1,1,4.0,4,3,1,1,28,8.5,3,0,4,3,6,4,4,7.0,5.0,6,4.0,4,3.0,2.0,5.0,6,4.0,6,3.0,5,1,6.0,7.0,3.0,5,5,5,5,6,6,5,5,5,6,6,1,0,2,2,3,2,5,5,1,6,3,4,4,4,3,2,4,4,4,1,1,9.0,10.6,4,5,5,5,1,2,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,7.0,7.0,5.0,3,5.0,5,6,7,7,7,5,4,3,4,3,6,6,6,4,7,6,3,5,3,5,2,4,2,4,4,5,4,1
116,0,XMSfix,2,30,1,0,0,1,0,1,2,1,3.0,1,4,3.0,3,2,4,3,8,3.4,3,0,3,3,3,3,5,3.0,4.0,5,5.0,2,3.0,5.0,5.0,4,5.0,4,6.0,4,5,4.0,5.0,3.0,5,6,5,3,4,5,3,2,4,2,5,1,1,1,2,3,3,4,4,3,4,4,3,6,2,4,4,3,4,3,4,1,16.0,4.6,3,0,3,4,1,4,5.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,3,6.0,5,5,6,7,7,3,3,3,2,5,3,4,4,4,4,4,5,4,4,3,5,5,6,4,3,5,5,0
117,0,test02,1,27,0,0,1,0,0,2,3,3,6.0,1,3,3.0,3,2,4,2,36,5.7,3,0,3,4,2,2,3,2.0,1.0,3,2.0,4,3.0,2.0,5.0,4,4.0,6,2.0,4,3,5.0,5.0,3.0,7,6,5,4,5,5,4,4,4,4,5,1,3,2,1,2,4,3,2,3,6,3,4,7,5,3,3,1,3,3,3,0,9.0,0.7,1,12,1,4,5,4,4.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,3,3.0,3,2,4,4,5,3,3,4,3,2,1,2,4,2,4,3,5,3,5,4,3,3,4,4,4,3,4,1
118,0,check1,1,29,1,0,1,0,0,2,3,4,5.0,2,1,4.0,4,2,3,3,11,12.5,4,9,4,2,6,5,3,5.0,4.0,3,3.0,2,3.0,4.0,6.0,4,4.0,4,4.0,6,2,4.0,5.0,3.0,5,3,5,5,5,5,6,4,4,4,5,1,2,1,3,3,5,4,4,3,5,4,1,5,3,4,3,4,4,4,1,0,28.0,11.4,5,8,5,4,2,4,6.0,5.0,4.0,3.0,5.0,5.0,6.0,4.0,4.0,5.0,6.0,5.0,4.0,5.0,3,6.0,6,5,5,5,4,4,3,4,5,22,6,6,6,5,4,6,3,5,4,4,4,5,2,1,2,3,3,1
