id,source,N1,gender,age,A5_tiktok,A5_shopee,A5_lazada,A5_facebook,A5_other,C1,education,occupation,income,relationship,D1,D2,D3,D4,D5,D6,EXP1,EXP2,EXP3,EXP4,EXP5,EXP6,IBT1,IBT2,IBT3,IBT4,IBT5,IBT6,IBT7,IBT8,IBT9,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC13,IMC1,SE1,SE2,SE3,SE4,SII1,SII2,SII3,SII4,IMC2,IPB1,IPB2,IPB3,IPB4,IPB5,IPB6,CONSIST1,MA1,MA2,MA3,TA1,TA2,TA3,MOOD1,MOOD2,FOMO1,FOMO2,FOMO3,completed_t2
96,0,copy01,2,30,0,1,0,1,0,2,3,2,1.0,1,2.0,4.0,3.0,2.0,2.0,2.0,5,4.4,4.0,8.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,5.0,2.0,3.0,7.0,5.0,7.0,6.0,3.0,6.0,3.0,6.0,6.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,1.0,4.0,4.0,1.0,1,0.0,1.0,2.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,1.0,1
97,1,CZ0203,1,21,1,0,0,1,0,2,3,2,3.0,3,1.0,3.0,2.0,4.0,3.0,5.0,26,3.7,2.0,9.0,2.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,7.0,6.0,6.0,5.0,3.0,1.0,3.0,6.0,2.0,4.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,1.0,5,3.0,4.0,3.0,4.0,6.0,4.0,5.0,4.0,4.0,5.0,4.0,6.0,4.0,2.0,3.0,3.0,5.0,0
98,1,da,0,21,1,1,1,0,0,1,1,2,3.0,3,1.0,1.0,2.0,1.0,4.0,3.0,9,1.7,2.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,6.0,3.0,3.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,5.0,2.0,3.0,3.0,1.0,1,2.0,1.0,2.0,3.0,3.0,3.0,1.0,5.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,0
99,1,daaa,0,18,1,1,0,0,0,1,2,1,3.0,2,1.0,1.0,1.0,3.0,5.0,4.0,7,0.3,1.0,6.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,1,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,0
100,0,DD0416,2,29,1,1,0,0,0,2,4,3,5.0,1,2.0,2.0,2.0,1.0,4.0,4.0,10,3.0,3.0,6.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,6.0,5.0,3.0,6.0,5.0,4.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,6.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,4.0,3.0,2.0,4.0,1.0,2,2.0,2.0,3.0,4.0,5.0,4.0,6.0,2.0,5.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,1
101,1,dddd,0,22,1,0,0,0,0,1,3,1,1.0,2,1.0,2.0,2.0,1.0,3.0,1.0,0,11.6,5.0,8.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,0,0.0,0.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,3.0,0
102,1,ddddd,0,19,0,0,1,0,0,2,1,2,2.0,1,3.0,3.0,3.0,2.0,3.0,3.0,4,17.4,5.0,6.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,1.0,0
103,1,dddddd,0,20,1,1,0,1,0,1,3,4,1.0,1,1.0,2.0,2.0,3.0,2.0,3.0,17,0.8,3.0,7.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,6,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,5.0,0
104,0,DI0302,2,25,1,0,1,0,0,2,1,3,1.0,2,1.0,3.0,2.0,3.0,5.0,5.0,10,5.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,6.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,5.0,4.0,5.0,7.0,4.0,4.0,3.0,2.0,3.0,2.0,0,4.0,3.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,1.0,6.0,3.0,3.0,3.0,3.0,2.0,3.0,1
105,1,diii,0,22,1,1,0,0,0,1,3,1,1.0,2,1.0,1.0,2.0,0.0,3.0,2.0,5,16.6,2.0,3.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,6.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2,0.0,3.0,2.0,4.0,4.0,7.0,3.0,7.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,0
106,0,DN2605,0,31,1,0,0,0,0,2,3,3,3.0,3,1.0,3.0,2.0,1.0,4.0,4.0,3,5.7,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,6.0,2.0,5.0,4.0,4.0,4.0,2.0,5.0,3.0,5.0,5.0,6.0,6.0,4.0,5.0,2.0,3.0,3.0,2.0,7,3.0,2.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,1
107,0,DO0712,1,31,0,1,0,0,0,1,3,3,4.0,1,2.0,4.0,5.0,3.0,2.0,3.0,6,2.8,4.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,2.0,4.0,2.0,5.0,7.0,6.0,6.0,3.0,3.0,2.0,4.0,5.0,3.0,7.0,7.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,4.0,1.0,8,3.0,5.0,4.0,3.0,4.0,5.0,4.0,7.0,1.0,4.0,5.0,6.0,4.0,3.0,2.0,3.0,2.0,1
108,0,doneV3,1,24,0,1,1,0,0,1,2,1,5.0,2,2.0,2.0,1.0,0.0,3.0,1.0,6,2.0,2.0,4.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,2.0,3.0,4.0,5.0,4.0,6.0,1.0,5.0,6.0,2.0,4.0,5.0,4.0,5.0,6.0,5.0,4.0,1.0,1.0,4.0,1.0,1,0.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,2.0,3.0,1
109,0,DP2410,2,27,1,1,0,0,0,2,1,4,2.0,3,1.0,,5.0,3.0,2.0,4.0,19,9.5,4.0,0.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,6.0,4.0,3.0,5.0,3.0,4.0,5.0,6.0,4.0,5.0,4.0,7.0,4.0,6.0,6.0,1.0,2,1.0,4.0,6.0,3.0,3.0,5.0,3.0,6.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,1
110,0,DP3112,2,22,1,0,0,0,0,3,2,5,2.0,1,1.0,1.0,2.0,0.0,1.0,1.0,1,1020.0,2.0,1.0,3.0,3.0,7.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,7.0,1.0,7.0,4.0,5.0,5.0,6.0,7.0,1.0,7.0,7.0,4.0,5.0,6.0,5.0,3.0,3.0,7.0,7.0,3.0,6.0,5.0,5.0,1.0,1,5.0,2.0,7.0,5.0,7.0,7.0,7.0,4.0,7.0,6.0,1.0,5.0,4.0,4.0,4.0,3.0,3.0,0
111,0,draft1,2,24,1,1,0,1,0,2,4,4,3.0,1,1.0,,5.0,4.0,4.0,0.0,31,9.9,5.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,6.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,5.0,4.0,6.0,3.0,4.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,1.0,3,5.0,5.0,6.0,6.0,6.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,1
112,0,DS1611,1,23,1,0,0,1,0,2,2,3,3.0,1,1.0,4.0,4.0,4.0,4.0,4.0,18,3.3,4.0,5.0,3.0,5.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,6.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,6,3.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,1
113,0,DU0201,2,27,1,0,1,0,0,2,3,3,6.0,3,3.0,2.0,1.0,3.0,4.0,4.0,7,3.4,2.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0,5.0,1.0,0,2.0,3.0,3.0,3.0,4.0,3.0,6.0,3.0,6.0,6.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,1
114,0,DU0212,1,28,0,1,1,1,0,2,2,3,3.0,1,2.0,,4.0,4.0,3.0,0.0,7,16.4,5.0,15.0,5.0,2.0,5.0,2.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,6.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,3.0,4.0,4.0,4.0,1.0,7,5.0,5.0,5.0,6.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,1
115,0,DU1407,1,26,0,1,1,0,0,2,3,3,4.0,3,3.0,2.0,1.0,2.0,2.0,5.0,4,3.7,2.0,1.0,1.0,3.0,3.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,7.0,5.0,2.0,6.0,4.0,6.0,3.0,2.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,1.0,1,3.0,3.0,3.0,6.0,4.0,4.0,5.0,3.0,4.0,5.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,1
116,1,duoc,0,20,0,1,0,1,0,3,4,1,1.0,1,2.0,4.0,5.0,1.0,1.0,3.0,40,9.4,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,7.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,6.0,4.0,6.0,7.0,6.0,5.0,5.0,3.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,4.0,1.0,1,3.0,3.0,6.0,5.0,7.0,4.0,3.0,6.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,0
117,1,duocc,0,20,1,0,0,1,0,2,1,2,2.0,1,1.0,2.0,3.0,2.0,5.0,3.0,13,5.2,2.0,7.0,2.0,3.0,4.0,4.0,1.0,1.0,6.0,4.0,5.0,3.0,3.0,1.0,4.0,5.0,3.0,3.0,3.0,5.0,7.0,6.0,4.0,6.0,5.0,4.0,1.0,4.0,5.0,4.0,5.0,2.0,3.0,3.0,2.0,6.0,2,2.0,1.0,7.0,4.0,2.0,1.0,4.0,6.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,0
118,1,duoccc,0,21,1,0,0,0,0,2,3,1,1.0,1,1.0,2.0,4.0,3.0,5.0,4.0,25,2.6,4.0,5.0,3.0,3.0,5.0,3.0,2.0,6.0,4.0,5.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,6.0,3.0,1.0,3.0,5.0,6.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,6,3.0,5.0,5.0,3.0,3.0,4.0,4.0,7.0,5.0,6.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0
119,0,duyetA,1,27,1,0,0,0,0,1,3,2,2.0,1,1.0,4.0,4.0,3.0,1.0,1.0,28,8.5,3.0,0.0,4.0,3.0,6.0,4.0,4.0,7.0,5.0,6.0,4.0,4.0,3.0,2.0,5.0,6.0,4.0,6.0,3.0,5.0,1.0,6.0,7.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,1.0,0,2.0,2.0,3.0,2.0,5.0,5.0,1.0,6.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,1
120,1,DV1511,1,19,1,1,0,1,0,1,2,1,,3,2.0,2.0,3.0,3.0,5.0,3.0,21,2.6,4.0,4.0,3.0,1.0,5.0,6.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,1.0,3.0,5.0,5.0,5.0,3.0,2.0,6.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,1.0,2,2.0,1.0,2.0,3.0,3.0,4.0,2.0,5.0,2.0,6.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,0
121,1,EC0801,1,21,1,1,0,1,0,1,3,2,1.0,1,1.0,1.0,1.0,2.0,5.0,5.0,4,0.5,1.0,0.0,1.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,2.0,6.0,5.0,5.0,4.0,5.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,1.0,3,4.0,3.0,1.0,4.0,4.0,4.0,1.0,6.0,2.0,4.0,3.0,4.0,5.0,5.0,1.0,2.0,2.0,0
122,1,eeee,0,19,1,1,0,0,0,2,3,2,1.0,2,1.0,4.0,3.0,0.0,4.0,3.0,1,11.0,4.0,17.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,0
123,1,eeeee,0,19,0,1,0,0,0,1,3,4,1.0,2,2.0,4.0,4.0,2.0,3.0,3.0,44,4.0,5.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,1.0,5.0,3.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,6.0,5.0,2.0,4.0,6.0,0,1.0,1.0,5.0,3.0,3.0,7.0,4.0,7.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,0
124,1,eeeeee,0,18,1,0,0,0,0,2,3,1,1.0,1,1.0,3.0,3.0,1.0,2.0,1.0,19,6.2,5.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3,1.0,1.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,3.0,5.0,0
125,0,EK0804,2,27,0,1,0,0,0,1,3,1,3.0,1,2.0,3.0,3.0,0.0,3.0,1.0,12,5.5,3.0,0.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,,4.0,7.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,6.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,7.0,5.0,5.0,2.0,2,1.0,0.0,1.0,1.0,1.0,4.0,3.0,6.0,4.0,2.0,5.0,2.0,1.0,2.0,4.0,3.0,2.0,1
126,0,EN1003,2,28,0,0,1,0,0,1,3,3,2.0,2,3.0,4.0,3.0,3.0,4.0,5.0,25,2.3,4.0,0.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,6.0,5.0,6.0,3.0,6.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,2.0,2,2.0,5.0,4.0,4.0,4.0,4.0,6.0,2.0,5.0,3.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,1
127,0,EN2309,1,33,0,1,0,0,0,2,3,4,4.0,3,2.0,3.0,2.0,0.0,2.0,2.0,5,6.1,2.0,4.0,3.0,1.0,5.0,5.0,3.0,3.0,3.0,4.0,,3.0,1.0,2.0,,7.0,4.0,5.0,,6.0,1.0,5.0,4.0,3.0,4.0,6.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,4,1.0,1.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,1.0,1.0,1.0,1
128,1,FC0806,1,19,1,0,0,0,0,2,3,1,3.0,1,1.0,4.0,5.0,2.0,5.0,2.0,45,10.5,5.0,2.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,5.0,3.0,6.0,7.0,5.0,3.0,5.0,7.0,4.0,3.0,2.0,3.0,3.0,1.0,2,3.0,1.0,4.0,3.0,4.0,3.0,2.0,7.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,0
129,1,ffff,0,19,1,0,0,0,0,2,3,2,1.0,2,1.0,2.0,2.0,0.0,4.0,1.0,9,15.8,2.0,1.0,4.0,3.0,6.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,4.0,4.0,4.0,7.0,3.0,6.0,6.0,1.0,5.0,5.0,5.0,7.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,1.0,1,0.0,0.0,2.0,1.0,2.0,6.0,5.0,5.0,3.0,7.0,5.0,5.0,2.0,2.0,3.0,3.0,2.0,0
130,1,fffff,0,22,0,0,1,0,0,2,3,2,2.0,2,3.0,3.0,2.0,0.0,2.0,1.0,5,4.7,3.0,12.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,0
131,1,ffffff,0,21,1,1,0,0,0,2,3,2,1.0,1,2.0,4.0,4.0,4.0,2.0,0.0,13,9.8,5.0,8.0,5.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,6.0,2.0,2.0,5.0,2.0,1.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,6.0,4.0,5.0,2.0,0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,6.0,6.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,0
132,0,file01,2,29,1,1,1,0,0,2,4,2,4.0,1,2.0,1.0,1.0,0.0,4.0,1.0,2,1.2,1.0,0.0,1.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,1.0,1,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,1
133,0,fileV4,2,32,0,1,0,1,0,2,3,7,6.0,3,2.0,,5.0,4.0,4.0,5.0,32,12.2,3.0,1.0,5.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,6.0,4.0,5.0,2.0,7.0,5.0,6.0,6.0,4.0,5.0,3.0,6.0,5.0,1.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,1,5.0,5.0,6.0,7.0,6.0,5.0,5.0,2.0,5.0,3.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,1
134,0,final2,1,24,1,1,1,0,0,2,2,4,2.0,1,1.0,1.0,1.0,2.0,4.0,4.0,0,6.3,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,6.0,1.0,9,4.0,4.0,4.0,5.0,5.0,2.0,1.0,5.0,1.0,3.0,6.0,3.0,3.0,4.0,1.0,2.0,2.0,1
135,0,FP1607,2,28,1,1,0,0,0,1,2,3,4.0,1,2.0,2.0,2.0,4.0,1.0,0.0,19,1.6,1.0,8.0,2.0,2.0,4.0,4.0,4.0,3.0,7.0,5.0,6.0,3.0,5.0,1.0,5.0,7.0,7.0,7.0,1.0,6.0,1.0,6.0,7.0,1.0,7.0,7.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,2.0,13,5.0,5.0,7.0,6.0,6.0,6.0,4.0,3.0,6.0,3.0,6.0,3.0,2.0,1.0,3.0,3.0,3.0,1
136,1,FR1109,1,20,0,1,0,0,0,2,3,1,1.0,2,2.0,2.0,3.0,3.0,5.0,3.0,14,1.6,3.0,11.0,4.0,2.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,5.0,3.0,7.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,3.0,3.0,4.0,7.0,5.0,1.0,1,1.0,3.0,3.0,4.0,3.0,4.0,3.0,6.0,2.0,5.0,4.0,3.0,3.0,2.0,5.0,4.0,4.0,0
137,1,GB2009,1,19,1,1,0,1,0,2,3,1,2.0,2,2.0,4.0,5.0,4.0,4.0,0.0,37,20.9,5.0,40.0,5.0,3.0,4.0,5.0,5.0,7.0,7.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,6.0,6.0,5.0,5.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,1.0,5,5.0,5.0,4.0,7.0,4.0,6.0,3.0,6.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,0
138,0,GD2909,2,27,1,1,1,0,0,2,3,3,4.0,1,1.0,2.0,3.0,2.0,4.0,3.0,10,2.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,6.0,5.0,5.0,6.0,6.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,4.0,5.0,5.0,1.0,2,3.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,0
139,1,gggg,0,19,1,0,0,1,0,1,3,2,1.0,2,1.0,3.0,4.0,0.0,3.0,2.0,0,2.1,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2,1.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,5.0,0
140,1,ggggg,0,21,1,0,0,0,0,2,4,2,1.0,2,1.0,4.0,5.0,3.0,2.0,4.0,51,9.2,5.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,6.0,1.0,4.0,3.0,7.0,2.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,7.0,4.0,5.0,4.0,2.0,0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,7.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,0
141,1,gggggg,0,22,1,0,0,1,0,2,3,1,1.0,2,1.0,3.0,2.0,3.0,4.0,5.0,9,1.3,3.0,0.0,2.0,4.0,6.0,5.0,4.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,7.0,4.0,6.0,7.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,1.0,2,5.0,4.0,6.0,2.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,0
142,0,GI2105,1,23,1,1,1,0,0,1,3,3,4.0,3,1.0,1.0,1.0,2.0,4.0,1.0,8,1.0,1.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,7.0,3.0,4.0,6.0,4.0,6.0,4.0,5.0,4.0,5.0,5.0,2.0,1.0,1.0,2.0,3.0,1.0,3,3.0,2.0,3.0,2.0,5.0,3.0,1.0,6.0,2.0,3.0,6.0,4.0,2.0,3.0,2.0,2.0,1.0,1
143,1,GJ1003,1,18,1,0,0,1,0,2,4,2,1.0,2,1.0,4.0,5.0,1.0,3.0,2.0,42,18.4,5.0,10.0,5.0,2.0,3.0,1.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,6.0,3.0,3.0,5.0,7.0,6.0,7.0,6.0,5.0,6.0,4.0,3.0,1.0,1,0.0,0.0,3.0,2.0,3.0,3.0,1.0,7.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,0
